id,model,name,move_id:id,account_id:id,debit,credit,analytics_id:id,journal_id:id,period_id:id
aml_cicsa_march_128,account.move.line,"75 % Iva Fact. Nro 00386/ Inversiones 225,CA",am_cicsa_19000000186,20140109,,1278.09,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_129,account.move.line,"Tax  Fact. Nro 00386/ Inversiones 225,CA",am_cicsa_19000000186,20140101,,710.05,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_130,account.move.line," Fact. Nro 00386/ Inversiones 225,CA",am_cicsa_19000000186,20101002,,13917.02,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_131,account.move.line,"Alquiler de Oficina Marzo 2014 /Office 5L/ Inversiones 225,CA",am_cicsa_19000000186,73301001,18068.30,,cicsa_data.aapi_021,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_132,account.move.line,"Iva Fact. Nro 00385/ Inversiones 225,CA",am_cicsa_19000000186,11203114,2168.20,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_133,account.move.line,"75 % Iva Fact. Nro 00385/ Inversiones 225,CA",am_cicsa_19000000186,20140109,,1626.15,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_134,account.move.line,"Tax  Fact. Nro 00385/ Inversiones 225,CA",am_cicsa_19000000186,20140101,,903.42,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_135,account.move.line," Fact. Nro 00385/ Inversiones 225,CA",am_cicsa_19000000186,20101002,,17706.93,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_136,account.move.line,"Alquiler de Oficina Marzo  2014 /Office 5J/ Inversiones 225,CA",am_cicsa_19000000186,73301001,20428.80,,cicsa_data.aapi_021,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_137,account.move.line,"Iva Fact. Nro 00384/ Inversiones 225,CA",am_cicsa_19000000186,11203114,2451.46,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_138,account.move.line,"75 % Iva Fact. Nro 00384/ Inversiones 225,CA",am_cicsa_19000000186,20140109,,1838.60,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_139,account.move.line,"Tax  Fact. Nro 00384/ Inversiones 225,CA",am_cicsa_19000000186,20140101,,1021.44,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_140,account.move.line," Fact. Nro 00384/ Inversiones 225,CA",am_cicsa_19000000186,20101002,,20020.22,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_141,account.move.line,"Alquiler de Oficina Marzo  2014 /Office 5C/ Inversiones 225,CA",am_cicsa_19000000186,73301001,17152.96,,cicsa_data.aapi_021,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_142,account.move.line,"Iva Fact. Nro 00383/ Inversiones 225,CA",am_cicsa_19000000186,11203114,2058.36,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_143,account.move.line,"75 % Iva Fact. Nro 00383/ Inversiones 225,CA",am_cicsa_19000000186,20140109,,1543.77,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_144,account.move.line,"Tax  Fact. Nro 00383/ Inversiones 225,CA",am_cicsa_19000000186,20140101,,857.65,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_145,account.move.line," Fact. Nro 00383/ Inversiones 225,CA",am_cicsa_19000000186,20101002,,16809.90,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_146,account.move.line,Alquiler de Oficina Marzo 2014 Of. Nro 5 Inversiones Flea Castle,am_cicsa_19000000187,73301001,21163.00,,cicsa_data.aapi_021,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_147,account.move.line,"Fact Nro. 49/ Inversiones Flea Castle, C.A",am_cicsa_19000000187,11203114,2539.56,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_148,account.move.line,"Fact Nro. 49/ Inversiones Flea Castle, C.A",am_cicsa_19000000187,20140109,,1904.67,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_149,account.move.line,"Fact Nro. 49/ Inversiones Flea Castle, C.A",am_cicsa_19000000187,20140101,,1058.15,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_150,account.move.line,"Fact Nro. 49/ Inversiones Flea Castle, C.A",am_cicsa_19000000187,20101002,,20739.74,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_151,account.move.line,"Limpieza y suministro de Material de cafeteria y limpieza Febrero 2014/ Fact 50000929/ ODS- 00126-Rev 02/ Induservi, C.A.",am_cicsa_19000000188,73135001,111855.68,,cicsa_data.aapi_021,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_152,account.move.line,"Limpieza y suministro de Material de cafeteria y limpieza Febrero 2014/ Fact 50000929/ ODS- 00126-Rev 02/ Induservi, C.A.",am_cicsa_19000000188,11203114,13422.68,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_153,account.move.line,"Limpieza y suministro de Material de cafeteria y limpieza Febrero 2014/ Fact 50000929/ ODS- 00126-Rev 02/ Induservi, C.A.",am_cicsa_19000000188,20140109,,10067.01,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_154,account.move.line,"Limpieza y suministro de Material de cafeteria y limpieza Febrero 2014/ Fact 50000929/ ODS- 00126-Rev 02/ Induservi, C.A.",am_cicsa_19000000188,20140101,,2237.11,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_155,account.move.line,"Limpieza y suministro de Material de cafeteria y limpieza Febrero 2014/ Fact 50000929/ ODS- 00126-Rev 02/ Induservi, C.A.",am_cicsa_19000000188,20101002,,112974.24,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_156,account.move.line,"Fecha entrega 07-01-13 . LUV/4x4. Placa A66CC8L. Danny Montaño/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_157,account.move.line,"Fecha entrega 04-01-13 . Mazda. Placa: A92AS7B. Luis Moreno/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_158,account.move.line,"Fecha entrega 04-01-13 . Mazda. Placa: A81AS9B. Marlon Rojas/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_159,account.move.line,"Fecha entrega 06-01-13 . LUV/4x4. Placa A53AR8A. Jhony Palacios/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_160,account.move.line,"Fecha entrega 06-01-13 . Silverado. Placa A89AG3K. Cesra Fariñas/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_161,account.move.line,"Fecha entrega 07-01-13 . LUV/4x4. Placa A85BV1D. Nellymar Farbos/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_162,account.move.line,"Fecha entrega 07-01-13 . LUV/4x4. Placa A51BV8D. Luis Coa/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_163,account.move.line,"Fecha entrega 09-01-13 . Mazda . Placa A93AS2B. Lean Velazquez/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_164,account.move.line,"Fecha entrega 10-01-13 . Grand Cherokee. Placa AB368PM. Ramon Odreman/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_165,account.move.line,"Fecha entrega 14-01-13 . Mazda. Placa A92AS9B. Manuel Risco/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_166,account.move.line,"Fecha entrega 23-01-13 . Expedition. Placa KBX18X. Angel Semeco/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_167,account.move.line,"Fecha entrega 14-01-13 . Fortuner. Placa AD534HM. Jhoel Zambrano/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_168,account.move.line,"Fecha entrega 15-01-13 .Hilux. Placa A39A17N Jose Martinez/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_169,account.move.line,"Fecha entrega 23-01-13 . LUV/4x4. Placa A02BS1D. Jorge Rodriguez/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_170,account.move.line,"Fecha entrega 23-01-13 .Hilux. Placa A72AS4M. Felix Garcia/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,19860.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_171,account.move.line,"Fecha entrega 28-01-13 .Mazda. Placa A49AT2B. Marcos Rivas/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_172,account.move.line,"Fecha entrega 30-01-13 .LUV/4x4. Placa A91AR9V.. Jenny Salazar/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_173,account.move.line,"Fecha entrega  30-01-13 .LUV/4x4. Placa A77A10G. Roberto Blanco/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_174,account.move.line,"Fecha entrega 30-01-13 . LUV/4x4. Placa A66CC9V. Marcos Vera/ Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_175,account.move.line,"A35AA2B BT-50 / Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,92680.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_176,account.move.line,"A54AT9B / Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203103,26480.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_177,account.move.line,"Fact Nro. 38 / Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,11203113,216871.20,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_178,account.move.line,"Fact Nro. 38 / Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,20140109,,162653.40,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_179,account.move.line,"Fact Nro. 38 / Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,20140101,,90363.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_180,account.move.line,"Fact Nro. 38 / Servicios y Mantenimiento de Flota Colina Alta, C.A",am_cicsa_19000000189,20101002,,1771114.80,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_181,account.move.line,Refigerio para Una reunion de los socios previa a la Junta Directiva de Enero 2014/ Fact Nro. 0152/ Edgara Karina Gomez,am_cicsa_19000000190,11203105,13488.00,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_182,account.move.line,Refigerio para Una reunion de los socios previa a la Junta Directiva de Enero 2014/ Fact Nro. 0152/ Edgara Karina Gomez,am_cicsa_19000000190,11203105,1618.56,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_183,account.move.line,Refigerio para Una reunion de los socios previa a la Junta Directiva de Enero 2014/ Fact Nro. 0152/ Edgara Karina Gomez,am_cicsa_19000000190,20101002,,15106.56,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_184,account.move.line,"Gtos de Viajes, Inversiones M.C.K 3000 C,A/ Jose Mantellini",am_cicsa_19000000191,77101004,2200.00,,cicsa_data.aapi_016,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_185,account.move.line,"Gtos de Viajes, Viaticos Fijos/ Jose Mantellini",am_cicsa_19000000191,77101004,800.00,,cicsa_data.aapi_016,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_186,account.move.line,Jose Mantellini Viaticos/ Jose Mantellini,am_cicsa_19000000191,20101202,,3000.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_187,account.move.line,"Gtos de Viajes, Monte  de Oro, C.A/ Stevenson Cuartas",am_cicsa_19000000192,77101004,2248.96,,cicsa_data.aapi_023,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_188,account.move.line,"Gtos de Viajes, Inversiones Silpeca, C.A/ Stevenson Cuartas",am_cicsa_19000000192,77101004,255.00,,cicsa_data.aapi_023,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_189,account.move.line,Stevenson Cuartas/ Stevenson Cuartas,am_cicsa_19000000192,20101202,,2503.96,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_190,account.move.line,"Tasca restaurant Anavicon, S.A./ Jose Jimenez",am_cicsa_19000000193,77101004,175.00,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_191,account.move.line,Mini-Restaurant La popular candida/ Jose Jimenez,am_cicsa_19000000193,77101004,90.00,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_192,account.move.line,"Casa Bar Taboo, C.A./ Jose Jimenez",am_cicsa_19000000193,77101004,710.00,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_193,account.move.line,Don Severino/ Jose Jimenez,am_cicsa_19000000193,77101004,214.98,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_194,account.move.line,"Turismo Monte de Oro, C.A/ Jose Jimenez",am_cicsa_19000000193,77101004,2248.96,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_195,account.move.line,"Luncheria Don Severino, C.A/ Jose Jimenez",am_cicsa_19000000193,77101004,160.01,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_196,account.move.line,"Restaurant Pennylane, C.A/ Jose Jimenez",am_cicsa_19000000193,77101004,275.00,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_197,account.move.line,Mini-Restaurant La popular candida/ Jose Jimenez,am_cicsa_19000000193,77101004,110.00,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_198,account.move.line,"El rincon de Osle, F.P/ Jose Jimenez",am_cicsa_19000000193,77101004,185.00,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_199,account.move.line,Inversiones M.C.K. 3000 C.A./ Jose Jimenez,am_cicsa_19000000193,77101004,1950.00,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_200,account.move.line,Mini-Restaurant La popular candida/ Jose Jimenez,am_cicsa_19000000193,77101004,195.00,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_201,account.move.line,"Asociacion Coperativa Alimentos Piazza, R.L/ Jose Jimenez",am_cicsa_19000000193,77101004,197.00,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_202,account.move.line,Inversiones M.C.K. 3000 C.A./ Jose Jimenez,am_cicsa_19000000193,77101004,1950.00,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_203,account.move.line,"Luncheria Don Severino, C.A/ Jose Jimenez",am_cicsa_19000000193,77101004,230.00,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_204,account.move.line,"Tasca restaurant Anavicon, S.A./ Jose Jimenez",am_cicsa_19000000193,77101004,250.00,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_205,account.move.line,Sub Asociados A & A C.A/ Jose Jimenez,am_cicsa_19000000193,77101004,123.00,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_206,account.move.line,Mini-Restaurant La popular candida/ Jose Jimenez,am_cicsa_19000000193,77101004,160.00,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_207,account.move.line,Inversiones M.C.K. 3000 C.A./ Jose Jimenez,am_cicsa_19000000193,77101004,1950.00,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_208,account.move.line,Travel Expenses - Visit to the field./ Jose Jimenez,am_cicsa_19000000193,20101202,,11173.95,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_209,account.move.line,"Reverso 19/172 3527/ Laminas Lara, C.A",am_cicsa_19000000194,20140109,310570.28,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_210,account.move.line,"Reverso 19/172 3527/ Laminas Lara, C.A",am_cicsa_19000000194,20140101,69015.62,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_211,account.move.line,"Reverso 19/172 3527/ Laminas Lara, C.A",am_cicsa_19000000194,20101002,3485288.71,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_212,account.move.line,"Reverso 19/172 Anticipoa la Obra: Suministro e Instlacion de Modulos de Oficina para Petrocarabobo y Cicsa/ Laminas Lara, C.A",am_cicsa_19000000194,11213103,,3450780.90,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_213,account.move.line,"Reverso 19/172 3527/ Laminas Lara, C.A",am_cicsa_19000000194,11203113,,414093.71,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_214,account.move.line,"Administracion de Nomina febrero 2014, 10,551,491./ J.L.R System Solution, c.a",am_cicsa_19000000195,73114004,38012.37,,cicsa_data.aapi_018,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_215,account.move.line,"Administracion de Nomina febrero 2014. 10,898,037/ J.L.R System Solution, c.a",am_cicsa_19000000195,73114004,42020.41,,cicsa_data.aapi_025,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_216,account.move.line,"Administracion de Nomina febrero 2014. 11,657,498 / J.L.R System Solution, c.a",am_cicsa_19000000195,73114004,57902.49,,cicsa_data.aapi_018,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_217,account.move.line,"Administracion de Nomina febrero 2014,17,900,937 / J.L.R System Solution, c.a",am_cicsa_19000000195,73114004,23179.63,,cicsa_data.aapi_020,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_218,account.move.line,"Administracion de Nomina febrero 2014, 7,800,290/ J.L.R System Solution, c.a",am_cicsa_19000000195,73114004,65508.92,,cicsa_data.aapi_024,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_219,account.move.line,"Administracion de Nomina febrero  2014. 5,087,848/ J.L.R System Solution, c.a",am_cicsa_19000000195,73114004,67102.55,,cicsa_data.aapi_024,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_220,account.move.line,"Administracion de Nomina febrero  2014, 4,212,341/ J.L.R System Solution, c.a",am_cicsa_19000000195,73114004,77726.45,,cicsa_data.aapi_020,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_221,account.move.line,"Administracion de Nomina febrero  2014, 6,143,833/ J.L.R System Solution, c.a",am_cicsa_19000000195,73114004,39495.28,,cicsa_data.aapi_018,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_222,account.move.line,"Administracion de Nomina febrero  2014, 13,612,323/ J.L.R System Solution, c.a",am_cicsa_19000000195,73114004,59904.86,,cicsa_data.aapi_015,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_223,account.move.line,"Administracion de Nomina febrero  2014, 12,066,970/ J.L.R System Solution, c.a",am_cicsa_19000000195,73114004,25092.75,,cicsa_data.aapi_025,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_224,account.move.line,"Administracion de Nomina febrero  2014, 14,431,703/ J.L.R System Solution, c.a",am_cicsa_19000000195,73114004,39663.00,,cicsa_data.aapi_024,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_225,account.move.line,"Administracion de Nomina febrero  2014 16,315,024. Se descuentan 11 dias por permiso no remunerado desde el 14 de al 24 de Enero 2014./ J.L.R System Solution, c.a",am_cicsa_19000000195,73114004,21590.47,,cicsa_data.aapi_025,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_226,account.move.line,"Administracion de Nomina febrero  2014, 14,330,326. A partir de Este mes cobra compelto la ayuda de ciudad/ J.L.R System Solution, c.a",am_cicsa_19000000195,73114004,52410.31,,cicsa_data.aapi_024,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_227,account.move.line,"Fact Nro. 13638/ J.L.R System Solution, c.a",am_cicsa_19000000195,11203114,73153.14,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_228,account.move.line,"Fact Nro. 13638/ J.L.R System Solution, c.a",am_cicsa_19000000195,20140109,,54864.86,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_229,account.move.line,"Fact Nro. 13638/ J.L.R System Solution, c.a",am_cicsa_19000000195,20140101,,12192.19,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_230,account.move.line,"Fact Nro. 13638/ J.L.R System Solution, c.a",am_cicsa_19000000195,20101002,,615705.58,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_231,account.move.line,"Almacenaje de 20,63,18 Toneladas de Tuberia por 33 dias/ Caribbean Port, C.A",am_cicsa_19000000196,11203103,714891.87,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_232,account.move.line,"Caribean Port 3362 ( Gto reemb Iva fact 05522 Logiscarm, C.A)/ Caribbean Port, C.A",am_cicsa_19000000196,11203113,85787.02,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_233,account.move.line,"Gtos Admisnitrativos Almacenaje de 20,63,18 Toneladas de Tuberia por 33 dias/ Caribbean Port, C.A",am_cicsa_19000000196,11203103,48040.74,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_234,account.move.line,"Fact. Nro. 3362 /Caribbean Port, C.A",am_cicsa_19000000196,11203113,5764.89,,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_235,account.move.line,"Fact. Nro. 3362 /Caribbean Port, C.A",am_cicsa_19000000196,20140109,,4323.67,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_236,account.move.line,"Fact. Nro. 3362 /Caribbean Port, C.A",am_cicsa_19000000196,20140101,,960.81,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_237,account.move.line,"Fact. Nro. 3362 /Caribbean Port, C.A",am_cicsa_19000000196,20101002,,849200.04,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_238,account.move.line,"Traslado de personal CICSA 03/03/14 al 09/03/14. Fact. Nro 32538/ Travel Services, C.A.",am_cicsa_19000000197,77101001,10487.00,,cicsa_data.aapi_021,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_239,account.move.line,"Traslado de personal CICSA 03/03/14 al 09/03/14. Fact. Nro 32538/ Travel Services, C.A.",am_cicsa_19000000197,20140101,,209.74,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_240,account.move.line,"Traslado de personal CICSA 03/03/14 al 09/03/14. Fact. Nro 32538/ Travel Services, C.A.",am_cicsa_19000000197,20101002,,10277.26,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_241,account.move.line,Adelanto del 18/02/14 para Gastos Legales Notaria Publica. Poder bancario/ Mariela Barrueta,am_cicsa_19000000198,73117001,1600.00,,cicsa_data.aapi_019,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
aml_cicsa_march_242,account.move.line,Adelanto del 18/02/14 para Gastos Legales Notaria Publica. Poder bancario/ Mariela Barrueta,am_cicsa_19000000198,11310006,,1600.00,,cicsa_data.aj_cicsa_general,cicsa_data.ap_cicsa_03
